id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSG00000125347.13	30487.2539296213	5.55914678490378	0.218390226765009	25.4551078921929	6.19761306535951e-143	1.43970551508301e-138	IRF1
ENSG00000111181.12	687.518774856768	4.70998559688833	0.195910867621592	24.0414717880063	1.02514037474681e-127	1.19070054526842e-123	SLC6A12
ENSG00000162645.12	36639.9865994442	6.66497525645631	0.286603253070574	23.2550579417712	1.2644174126671e-119	9.79080549875226e-116	GBP2
ENSG00000137496.17	7118.88521898265	4.05787463182159	0.177049380415716	22.9194511852773	2.97301763913024e-116	1.72657999392489e-112	IL18BP
ENSG00000145365.10	3642.65738526404	5.19246184680398	0.2371406605819	21.8961262655785	2.82828649042334e-106	1.31402190345068e-102	TIFA
ENSG00000204257.14	1906.26138120014	4.07091070856081	0.190574943138608	21.3612064708841	3.06784678557135e-101	1.18776801381371e-97	HLA-DMA
ENSG00000174944.8	1325.86619778208	9.86382768644243	0.472273565493032	20.8858348363094	7.20347575629545e-97	2.39052488312491e-93	P2RY14
ENSG00000100336.17	2553.09355559687	8.70771410939372	0.421813106356483	20.6435361494781	1.11592070513257e-94	3.24035474752869e-91	APOL4
ENSG00000231389.7	5128.75971026578	5.59340258155422	0.284467377544079	19.6627206600782	4.49938306024762e-86	1.16134076099502e-82	HLA-DPA1
ENSG00000134470.20	4449.74019420758	4.29969632859127	0.219822234013192	19.5598791354892	3.39881982293032e-85	7.89545844866713e-82	IL15RA
ENSG00000204267.13	10418.4684813577	3.45758604895249	0.178869813170919	19.3301820338381	2.99359899238163e-83	6.32193678118411e-80	TAP2
ENSG00000129244.8	682.83862544555	7.19117185945452	0.381516647281891	18.8489071464847	2.99975498847039e-79	5.80702569851393e-76	ATP1B2
ENSG00000100911.15	11085.7166332061	3.35855372317183	0.178645536646554	18.8000987106476	7.53759783859827e-79	1.34691075223568e-75	PSME2
ENSG00000154451.14	17107.5129265278	10.3751686942326	0.552416805551718	18.7814139431739	1.07187362361951e-78	1.77854459119151e-75	GBP5
ENSG00000100342.20	4106.06009429898	7.13463281057842	0.395801772224328	18.0257727763147	1.22291386320148e-72	1.89388593614469e-69	APOL1
ENSG00000133321.10	1390.65221335009	7.4486987821359	0.419844161572728	17.7415800049076	2.00224979086416e-70	2.9070164151109e-67	PLAAT4
ENSG00000136436.14	4836.66402499287	2.82745928725652	0.160913788379928	17.5712679175802	4.0893000925489e-69	5.58790830293594e-66	CALCOCO2
ENSG00000128284.19	13328.8098615821	7.97644809403466	0.454976278263541	17.5315691720841	8.22674580135461e-69	1.06170724980815e-65	APOL3
ENSG00000242574.8	2264.32834382401	3.81873480577665	0.220077534507969	17.3517702036887	1.91258656908027e-67	2.33838873682814e-64	HLA-DMB
ENSG00000101017.13	27878.3106009744	3.47745336937351	0.200569398601773	17.33790594984	2.43445738340861e-67	2.8276222508291e-64	CD40
